timestamp,user_name,match_id,predict,win_probability
2025-08-10 23:16:08,흑인이싸면깜찍~,250807010514124001,1.0,0.7078425884246826
2025-08-10 23:16:08,단솔S2겸이띠,250807010514124001,1.0,
2025-08-10 23:16:08,허혜미,250807010514124001,1.0,0.43115633726119995
2025-08-10 23:16:08,갱스터,250807010514124001,1.0,0.7042893767356873
2025-08-10 23:16:08,긱스,250807010514124001,1.0,0.720404863357544
2025-08-10 23:16:08,위티,250807010514124001,1.0,0.660753071308136
2025-08-10 23:16:08,1엄준식,250805171555124002,1.0,0.6522402763366699
2025-08-10 23:16:08,랜딩,250805171555124002,1.0,0.6812291741371155
2025-08-10 23:16:08,이뚠딴,250805171555124002,0.0,0.4369429051876068
2025-08-10 23:16:08,봄겨울가을,250805171555124002,0.0,0.6785876154899597
2025-08-10 23:16:08,황장군이야,250805171555124002,0.0,0.3216990828514099
2025-08-10 23:16:08,lllllllllH,250805171555124002,1.0,
2025-08-10 23:16:08,xxx,250806194844124002,1.0,
2025-08-10 23:16:08,IIIIlIIl☆,250806194844124002,,
2025-08-10 23:16:08,사자,250806194844124002,1.0,0.6814493536949158
2025-08-10 23:16:08,전설,250604230858124001,1.0,0.7367509603500366
2025-08-10 23:16:08,WINGWING,250604230858124001,1.0,
2025-08-10 23:16:08,신치,250604230858124001,1.0,0.6828393340110779
2025-08-10 23:16:08,배,250719011350125001,1.0,
2025-08-10 23:16:08,Faker,250719011350125001,1.0,0.6487783193588257
2025-08-10 23:16:08,crazy,250719011350125001,1.0,0.6259948015213013
2025-08-10 23:16:08,은아가,250719011350125001,1.0,0.670453667640686
2025-08-10 23:16:08,제트업,250719011350125001,1.0,0.3857704997062683
2025-08-10 23:16:08,isabel♡,250719011350125001,1.0,0.672468364238739
2025-08-10 23:16:08,luenah,250729025420124001,1.0,
2025-08-10 23:16:08,코코볼,250729025420124001,1.0,0.6837413311004639
2025-08-10 23:16:08,llIllIlIllII,250729025420124001,1.0,
2025-08-10 23:16:08,타루,250527162132124001,1.0,0.766188383102417
2025-08-10 23:16:08,민지로렐로♥♡,250527162132124001,,
2025-08-10 23:16:08,d'0'do,250527162132124001,,
2025-08-10 23:16:08,레닝이,250527162132124001,1.0,0.685149073600769
2025-08-10 23:16:08,생수아저씨,250807145617124001,0.0,0.4450129568576813
2025-08-10 23:16:08,가은잉♡,250807145617124001,1.0,0.39299848675727844
2025-08-10 23:16:08,M249Master,250807145617124001,0.0,0.3269888758659363
2025-08-10 23:16:08,SeulYUNA,250807145617124001,1.0,0.6532477140426636
2025-08-10 23:16:08,민덩이달려,250807145617124001,0.0,0.6800771951675415
2025-08-10 23:16:08,핏자국,250807145617124001,1.0,0.5208092331886292
2025-08-10 23:16:08,몸믜,250806185753124001,1.0,0.3864521086215973
2025-08-10 23:16:08,떕떞이,250806185753124001,1.0,0.6151949167251587
2025-08-10 23:16:08,한번해,250806185753124001,1.0,0.5359588861465454
2025-08-10 23:16:08,히히,250806174548124001,0.0,0.36568084359169006
2025-08-10 23:16:08,역삼동그깽,250806174548124001,0.0,0.368904709815979
2025-08-10 23:16:08,엠빠,250806174548124001,1.0,0.43347811698913574
2025-08-10 23:16:08,아포스뜨리,250806174548124001,1.0,0.6716867089271545
2025-08-10 23:16:08,회민,250806174548124001,1.0,0.5375380516052246
2025-08-10 23:16:08,2.14솔향18ST,250806174548124001,0.0,0.6148891448974609
2025-08-10 23:16:08,황숏,250731170558124001,1.0,0.5594717860221863
2025-08-10 23:16:08,반예빈,250731170558124001,1.0,
2025-08-10 23:16:08,띤블리,250731170558124001,,
2025-08-10 23:16:08,them,250731170558124001,1.0,
2025-08-10 23:16:08,olo달랑달랑,250731170558124001,,
2025-08-10 23:16:08,즙같은,250731170558124001,,
2025-08-10 23:16:08,유뭉이,250807163402124001,1.0,0.5807657837867737
2025-08-10 23:16:08,그사건,250807163402124001,0.0,0.6501684188842773
2025-08-10 23:16:08,lIlllIlIlIlllI,250807163402124001,1.0,0.5340700745582581
2025-08-10 23:16:08,Jodia,250807163402124001,0.0,0.4369429051876068
2025-08-10 23:16:08,영민,250721122527124001,1.0,0.7499198317527771
2025-08-10 23:16:08,여심폭격기최인후,250721122527124001,0.0,0.3631988763809204
2025-08-10 23:16:08,llllIlllllIIIllI,250721122527124001,1.0,0.6791938543319702
2025-08-10 23:16:08,고구마지단,250721122527124001,0.0,0.5535141825675964
2025-08-10 23:16:08,도룡잉,250807162422124001,0.0,0.32411113381385803
2025-08-10 23:16:08,뽀로로롤,250807162422124001,0.0,0.4151011109352112
2025-08-10 23:16:08,진재훈,250807162422124001,0.0,0.32347849011421204
2025-08-10 23:16:08,민덩이달려,250807162422124001,1.0,0.6800771951675415
2025-08-10 23:16:08,깽나미,250807162422124001,1.0,0.5177873373031616
2025-08-10 23:16:08,생수아저씨,250807162422124001,1.0,0.4450129568576813
2025-08-10 23:16:08,화물연대부산지부,250807163350124002,1.0,0.6522402763366699
2025-08-10 23:16:08,뽀로로롤,250807163350124002,0.0,0.4151011109352112
2025-08-10 23:16:08,진재훈,250807163350124002,0.0,0.32347849011421204
2025-08-10 23:16:08,화물연대인천지부,250807163350124002,1.0,0.6438751816749573
2025-08-10 23:16:08,도룡잉,250807163350124002,0.0,0.32411113381385803
2025-08-10 23:16:08,Ioss,250807163350124002,1.0,
2025-08-10 23:16:08,트럼프,250622023323125001,0.0,0.36066681146621704
2025-08-10 23:16:08,구남동상남자,250622023323125001,1.0,0.368576318025589
2025-08-10 23:16:08,깜방,250622023323125001,1.0,0.7316325902938843
2025-08-10 23:16:08,오또깡,250622023323125001,0.0,0.3631988763809204
2025-08-10 23:16:08,마동석입니다,250622023323125001,1.0,
2025-08-10 23:16:08,양기헌,250622023323125001,0.0,0.3838396370410919
2025-08-10 23:16:08,플레이잼잼,250423030347124001,1.0,0.6841013431549072
2025-08-10 23:16:08,방갑숴,250423030347124001,1.0,0.6967906355857849
2025-08-10 23:16:08,머루하지,250423030347124001,1.0,0.7129308581352234
2025-08-10 23:16:08,아니도링,250423030347124001,0.0,0.5525421500205994
2025-08-10 23:16:08,칠보장어,250423030347124001,0.0,0.4216986298561096
2025-08-10 23:16:08,왜잘하세요들,250423030347124001,0.0,
2025-08-10 23:16:08,lIIlIllIlllIIIl,250806204730124001,1.0,0.7470780611038208
2025-08-10 23:16:08,色女,250806204730124001,0.0,0.35904592275619507
2025-08-10 23:16:08,포도우유아빠,250806204730124001,0.0,0.3216990828514099
2025-08-10 23:16:08,여고생보직구멍,250806204730124001,1.0,0.6522402763366699
2025-08-10 23:16:08,으악기,250806204730124001,1.0,0.42209020256996155
2025-08-10 23:16:08,포도유유,250806204730124001,0.0,0.3216990828514099
2025-08-10 23:16:08,정말,250806174632124003,1.0,0.6230701804161072
2025-08-10 23:16:08,(*_^),250806174632124003,1.0,
2025-08-10 23:16:08,Οl나경,250806174632124003,1.0,0.4224368929862976
2025-08-10 23:16:08,쌀스나,250806174632124003,,
